Number,Time,y_1,v_1,a_1,y_2,v_2,a_2,y_3,v_3,a_3,
0,0.000,50.000,70.000,-706.664,0.000,70.000,-9.847,0.000,70.000,-9.810,
1,0.020,51.117,55.867,-450.946,1.396,69.803,-9.847,1.396,69.804,-9.810,
2,0.040,52.054,46.848,-317.780,2.788,69.606,-9.847,2.788,69.608,-9.810,
3,0.060,52.864,40.492,-237.984,4.176,69.409,-9.847,4.176,69.411,-9.810,
4,0.080,53.579,35.733,-185.831,5.561,69.212,-9.846,5.561,69.215,-9.810,
5,0.100,54.219,32.016,-149.635,6.941,69.015,-9.846,6.941,69.019,-9.810,
6,0.120,54.800,29.023,-123.376,8.317,68.818,-9.846,8.318,68.823,-9.810,
7,0.140,55.331,26.556,-103.662,9.690,68.621,-9.846,9.690,68.627,-9.810,
8,0.160,55.820,24.482,-88.451,11.058,68.425,-9.846,11.059,68.430,-9.810,
9,0.180,56.275,22.713,-76.449,12.423,68.228,-9.845,12.423,68.234,-9.810,
10,0.200,56.698,21.184,-66.801,13.783,68.031,-9.845,13.784,68.038,-9.810,
11,0.220,57.095,19.848,-58.921,15.140,67.834,-9.845,15.141,67.842,-9.810,
12,0.240,57.469,18.670,-52.396,16.493,67.637,-9.845,16.494,67.646,-9.810,
13,0.260,57.821,17.622,-46.929,17.842,67.440,-9.844,17.843,67.449,-9.810,
14,0.280,58.155,16.683,-42.300,19.186,67.243,-9.844,19.188,67.253,-9.810,
15,0.300,58.472,15.837,-38.345,20.527,67.046,-9.844,20.529,67.057,-9.810,
16,0.320,58.773,15.071,-34.938,21.864,66.849,-9.844,21.866,66.861,-9.810,
17,0.340,59.060,14.372,-31.980,23.197,66.653,-9.844,23.200,66.665,-9.810,
18,0.360,59.335,13.732,-29.396,24.527,66.456,-9.843,24.529,66.468,-9.810,
19,0.380,59.598,13.144,-27.125,25.852,66.259,-9.843,25.854,66.272,-9.810,
20,0.400,59.850,12.602,-25.117,27.173,66.062,-9.843,27.176,66.076,-9.810,
21,0.420,60.092,12.099,-23.334,28.490,65.865,-9.843,28.494,65.880,-9.810,
22,0.440,60.325,11.633,-21.741,29.804,65.668,-9.843,29.807,65.684,-9.810,
23,0.460,60.549,11.198,-20.314,31.113,65.471,-9.842,31.117,65.487,-9.810,
24,0.480,60.764,10.792,-19.030,32.419,65.274,-9.842,32.423,65.291,-9.810,
25,0.500,60.973,10.411,-17.870,33.720,65.078,-9.842,33.725,65.095,-9.810,
26,0.520,61.174,10.054,-16.819,35.018,64.881,-9.842,35.023,64.899,-9.810,
27,0.540,61.368,9.717,-15.863,36.311,64.684,-9.842,36.317,64.703,-9.810,
28,0.560,61.556,9.400,-14.991,37.601,64.487,-9.841,37.607,64.506,-9.810,
29,0.580,61.738,9.100,-14.193,38.887,64.290,-9.841,38.893,64.310,-9.810,
30,0.600,61.914,8.816,-13.462,40.169,64.093,-9.841,40.175,64.114,-9.810,
31,0.620,62.085,8.547,-12.790,41.447,63.897,-9.841,41.454,63.918,-9.810,
32,0.640,62.251,8.291,-12.171,42.721,63.700,-9.841,42.728,63.722,-9.810,
33,0.660,62.412,8.048,-11.599,43.991,63.503,-9.841,43.999,63.525,-9.810,
34,0.680,62.568,7.816,-11.070,45.257,63.306,-9.840,45.265,63.329,-9.810,
35,0.700,62.720,7.594,-10.580,46.519,63.109,-9.840,46.528,63.133,-9.810,
36,0.720,62.868,7.383,-10.124,47.777,62.913,-9.840,47.787,62.937,-9.810,
37,0.740,63.012,7.180,-9.700,49.032,62.716,-9.840,49.041,62.741,-9.810,
38,0.760,63.151,6.986,-9.305,50.282,62.519,-9.840,50.292,62.544,-9.810,
39,0.780,63.287,6.800,-8.937,51.528,62.322,-9.839,51.539,62.348,-9.810,
40,0.800,63.420,6.622,-8.592,52.771,62.125,-9.839,52.782,62.152,-9.810,
41,0.820,63.549,6.450,-8.269,54.010,61.929,-9.839,54.021,61.956,-9.810,
42,0.840,63.674,6.284,-7.966,55.244,61.732,-9.839,55.257,61.760,-9.810,
43,0.860,63.797,6.125,-7.682,56.475,61.535,-9.839,56.488,61.563,-9.810,
44,0.880,63.916,5.971,-7.415,57.702,61.338,-9.838,57.715,61.367,-9.810,
45,0.900,64.033,5.823,-7.163,58.925,61.142,-9.838,58.939,61.171,-9.810,
46,0.920,64.146,5.680,-6.926,60.143,60.945,-9.838,60.158,60.975,-9.810,
47,0.940,64.257,5.541,-6.703,61.358,60.748,-9.838,61.374,60.779,-9.810,
48,0.960,64.365,5.407,-6.492,62.569,60.551,-9.838,62.585,60.582,-9.810,
49,0.980,64.471,5.277,-6.293,63.776,60.355,-9.838,63.793,60.386,-9.810,
50,1.000,64.574,5.152,-6.104,64.980,60.158,-9.837,64.997,60.190,-9.810,
51,1.020,64.675,5.029,-5.925,66.179,59.961,-9.837,66.197,59.994,-9.810,
52,1.040,64.773,4.911,-5.756,67.374,59.764,-9.837,67.393,59.798,-9.810,
53,1.060,64.869,4.796,-5.595,68.565,59.568,-9.837,68.585,59.601,-9.810,
54,1.080,64.962,4.684,-5.443,69.753,59.371,-9.837,69.773,59.405,-9.810,
55,1.100,65.054,4.575,-5.298,70.936,59.174,-9.836,70.957,59.209,-9.810,
56,1.120,65.143,4.469,-5.160,72.116,58.977,-9.836,72.137,59.013,-9.810,
57,1.140,65.231,4.366,-5.029,73.292,58.781,-9.836,73.314,58.817,-9.810,
58,1.160,65.316,4.265,-4.904,74.463,58.584,-9.836,74.486,58.620,-9.810,
59,1.180,65.399,4.167,-4.785,75.631,58.387,-9.836,75.655,58.424,-9.810,
60,1.200,65.481,4.072,-4.672,76.795,58.190,-9.836,76.819,58.228,-9.810,
61,1.220,65.560,3.978,-4.564,77.955,57.994,-9.835,77.980,58.032,-9.810,
62,1.240,65.638,3.887,-4.461,79.111,57.797,-9.835,79.136,57.836,-9.810,
63,1.260,65.714,3.798,-4.362,80.263,57.600,-9.835,80.289,57.639,-9.810,
64,1.280,65.788,3.710,-4.268,81.411,57.404,-9.835,81.438,57.443,-9.810,
65,1.300,65.861,3.625,-4.178,82.555,57.207,-9.835,82.583,57.247,-9.810,
66,1.320,65.931,3.541,-4.092,83.695,57.010,-9.835,83.724,57.051,-9.810,
67,1.340,66.001,3.460,-4.010,84.831,56.814,-9.834,84.861,56.855,-9.810,
68,1.360,66.068,3.379,-3.931,85.964,56.617,-9.834,85.994,56.658,-9.810,
69,1.380,66.134,3.301,-3.855,87.092,56.420,-9.834,87.124,56.462,-9.810,
70,1.400,66.199,3.224,-3.783,88.216,56.223,-9.834,88.249,56.266,-9.810,
71,1.420,66.262,3.148,-3.714,89.337,56.027,-9.834,89.370,56.070,-9.810,
72,1.440,66.323,3.074,-3.647,90.454,55.830,-9.834,90.488,55.874,-9.810,
73,1.460,66.383,3.001,-3.583,91.566,55.633,-9.833,91.601,55.677,-9.810,
74,1.480,66.442,2.929,-3.522,92.675,55.437,-9.833,92.711,55.481,-9.810,
75,1.500,66.499,2.859,-3.464,93.780,55.240,-9.833,93.817,55.285,-9.810,
76,1.520,66.555,2.789,-3.408,94.881,55.043,-9.833,94.918,55.089,-9.810,
77,1.540,66.609,2.721,-3.354,95.978,54.847,-9.833,96.016,54.893,-9.810,
78,1.560,66.662,2.654,-3.302,97.071,54.650,-9.833,97.110,54.696,-9.810,
79,1.580,66.714,2.588,-3.252,98.160,54.454,-9.832,98.200,54.500,-9.810,
80,1.600,66.764,2.523,-3.204,99.245,54.257,-9.832,99.286,54.304,-9.810,
81,1.620,66.814,2.459,-3.158,100.326,54.060,-9.832,100.368,54.108,-9.810,
82,1.640,66.861,2.396,-3.114,101.403,53.864,-9.832,101.447,53.912,-9.810,
83,1.660,66.908,2.334,-3.072,102.477,53.667,-9.832,102.521,53.715,-9.810,
84,1.680,66.954,2.272,-3.031,103.546,53.470,-9.832,103.591,53.519,-9.810,
85,1.700,66.998,2.212,-2.992,104.612,53.274,-9.831,104.658,53.323,-9.810,
86,1.720,67.041,2.152,-2.955,105.673,53.077,-9.831,105.720,53.127,-9.810,
87,1.740,67.083,2.093,-2.918,106.731,52.880,-9.831,106.779,52.931,-9.810,
88,1.760,67.123,2.034,-2.884,107.784,52.684,-9.831,107.834,52.734,-9.810,
89,1.780,67.163,1.977,-2.851,108.834,52.487,-9.831,108.884,52.538,-9.810,
90,1.800,67.201,1.920,-2.819,109.880,52.291,-9.831,109.931,52.342,-9.810,
91,1.820,67.239,1.863,-2.788,110.922,52.094,-9.830,110.974,52.146,-9.810,
92,1.840,67.275,1.807,-2.759,111.960,51.897,-9.830,112.013,51.950,-9.810,
93,1.860,67.310,1.752,-2.730,112.994,51.701,-9.830,113.048,51.753,-9.810,
94,1.880,67.344,1.698,-2.703,114.024,51.504,-9.830,114.079,51.557,-9.810,
95,1.900,67.377,1.644,-2.677,115.050,51.308,-9.830,115.107,51.361,-9.810,
96,1.920,67.408,1.590,-2.652,116.072,51.111,-9.830,116.130,51.165,-9.810,
97,1.940,67.439,1.537,-2.629,117.091,50.914,-9.829,117.149,50.969,-9.810,
98,1.960,67.469,1.484,-2.606,118.105,50.718,-9.829,118.165,50.772,-9.810,
99,1.980,67.497,1.432,-2.584,119.115,50.521,-9.829,119.176,50.576,-9.810,
100,2.000,67.525,1.381,-2.563,120.122,50.325,-9.829,120.184,50.380,-9.810,
101,2.020,67.552,1.329,-2.543,121.124,50.128,-9.829,121.187,50.184,-9.810,
102,2.040,67.577,1.278,-2.524,122.123,49.931,-9.829,122.187,49.988,-9.810,
103,2.060,67.602,1.228,-2.506,123.118,49.735,-9.829,123.183,49.791,-9.810,
104,2.080,67.625,1.178,-2.488,124.108,49.538,-9.828,124.175,49.595,-9.810,
105,2.100,67.648,1.128,-2.472,125.095,49.342,-9.828,125.163,49.399,-9.810,
106,2.120,67.670,1.079,-2.456,126.078,49.145,-9.828,126.147,49.203,-9.810,
107,2.140,67.690,1.030,-2.441,127.057,48.949,-9.828,127.127,49.007,-9.810,
108,2.160,67.710,0.981,-2.427,128.032,48.752,-9.828,128.103,48.810,-9.810,
109,2.180,67.728,0.932,-2.414,129.003,48.555,-9.828,129.076,48.614,-9.810,
110,2.200,67.746,0.884,-2.401,129.970,48.359,-9.828,130.044,48.418,-9.810,
111,2.220,67.763,0.836,-2.389,130.934,48.162,-9.827,131.008,48.222,-9.810,
112,2.240,67.779,0.788,-2.378,131.893,47.966,-9.827,131.969,48.026,-9.810,
113,2.260,67.793,0.741,-2.368,132.848,47.769,-9.827,132.926,47.829,-9.810,
114,2.280,67.807,0.693,-2.358,133.800,47.573,-9.827,133.878,47.633,-9.810,
115,2.300,67.820,0.646,-2.349,134.747,47.376,-9.827,134.827,47.437,-9.810,
116,2.320,67.832,0.599,-2.341,135.691,47.180,-9.827,135.772,47.241,-9.810,
117,2.340,67.843,0.552,-2.333,136.631,46.983,-9.827,136.713,47.045,-9.810,
118,2.360,67.853,0.506,-2.326,137.566,46.787,-9.826,137.650,46.848,-9.810,
119,2.380,67.862,0.459,-2.319,138.498,46.590,-9.826,138.583,46.652,-9.810,
120,2.400,67.871,0.413,-2.313,139.426,46.394,-9.826,139.512,46.456,-9.810,
121,2.420,67.878,0.366,-2.308,140.350,46.197,-9.826,140.437,46.260,-9.810,
122,2.440,67.884,0.320,-2.304,141.270,46.001,-9.826,141.358,46.064,-9.810,
123,2.460,67.890,0.274,-2.300,142.186,45.804,-9.826,142.276,45.867,-9.810,
124,2.480,67.894,0.228,-2.296,143.098,45.607,-9.826,143.189,45.671,-9.810,
125,2.500,67.898,0.182,-2.294,144.006,45.411,-9.825,144.098,45.475,-9.810,
126,2.520,67.901,0.136,-2.292,144.911,45.214,-9.825,145.004,45.279,-9.810,
127,2.540,67.903,0.091,-2.290,145.811,45.018,-9.825,145.906,45.083,-9.810,
128,2.560,67.904,0.045,-2.289,146.708,44.821,-9.825,146.803,44.886,-9.810,
129,2.580,67.904,-0.001,-2.289,147.600,44.625,-9.825,147.697,44.690,-9.810,
130,2.600,67.903,-0.047,-2.289,148.489,44.428,-9.825,148.587,44.494,-9.810,
131,2.620,67.901,-0.093,-2.288,149.373,44.232,-9.825,149.473,44.298,-9.810,
132,2.640,67.898,-0.138,-2.286,150.254,44.035,-9.824,150.355,44.102,-9.810,
133,2.660,67.894,-0.184,-2.284,151.131,43.839,-9.824,151.233,43.905,-9.810,
134,2.680,67.890,-0.230,-2.281,152.004,43.642,-9.824,152.107,43.709,-9.810,
135,2.700,67.884,-0.275,-2.278,152.873,43.446,-9.824,152.978,43.513,-9.810,
136,2.720,67.878,-0.321,-2.274,153.738,43.250,-9.824,153.844,43.317,-9.810,
137,2.740,67.870,-0.366,-2.270,154.599,43.053,-9.824,154.706,43.121,-9.810,
138,2.760,67.862,-0.412,-2.265,155.456,42.857,-9.824,155.565,42.924,-9.810,
139,2.780,67.853,-0.457,-2.259,156.309,42.660,-9.824,156.419,42.728,-9.810,
140,2.800,67.843,-0.502,-2.253,157.158,42.464,-9.823,157.270,42.532,-9.810,
141,2.820,67.832,-0.547,-2.246,158.004,42.267,-9.823,158.117,42.336,-9.810,
142,2.840,67.820,-0.592,-2.239,158.845,42.071,-9.823,158.960,42.140,-9.810,
143,2.860,67.807,-0.637,-2.231,159.682,41.874,-9.823,159.798,41.943,-9.810,
144,2.880,67.794,-0.682,-2.222,160.516,41.678,-9.823,160.633,41.747,-9.810,
145,2.900,67.779,-0.726,-2.213,161.346,41.481,-9.823,161.464,41.551,-9.810,
146,2.920,67.764,-0.770,-2.204,162.171,41.285,-9.823,162.292,41.355,-9.810,
147,2.940,67.748,-0.814,-2.194,162.993,41.088,-9.823,163.115,41.159,-9.810,
148,2.960,67.730,-0.858,-2.183,163.811,40.892,-9.822,163.934,40.962,-9.810,
149,2.980,67.712,-0.902,-2.172,164.625,40.696,-9.822,164.749,40.766,-9.810,
150,3.000,67.694,-0.945,-2.161,165.435,40.499,-9.822,165.561,40.570,-9.810,
151,3.020,67.674,-0.989,-2.148,166.241,40.303,-9.822,166.368,40.374,-9.810,
152,3.040,67.653,-1.032,-2.136,167.043,40.106,-9.822,167.172,40.178,-9.810,
153,3.060,67.632,-1.074,-2.123,167.841,39.910,-9.822,167.971,39.981,-9.810,
154,3.080,67.609,-1.117,-2.110,168.635,39.713,-9.822,168.767,39.785,-9.810,
155,3.100,67.586,-1.159,-2.096,169.426,39.517,-9.822,169.559,39.589,-9.810,
156,3.120,67.562,-1.201,-2.082,170.212,39.320,-9.821,170.347,39.393,-9.810,
157,3.140,67.537,-1.243,-2.067,170.995,39.124,-9.821,171.131,39.197,-9.810,
158,3.160,67.512,-1.284,-2.052,171.773,38.928,-9.821,171.911,39.000,-9.810,
159,3.180,67.485,-1.325,-2.037,172.548,38.731,-9.821,172.687,38.804,-9.810,
160,3.200,67.458,-1.366,-2.021,173.319,38.535,-9.821,173.459,38.608,-9.810,
161,3.220,67.430,-1.406,-2.005,174.085,38.338,-9.821,174.227,38.412,-9.810,
162,3.240,67.401,-1.446,-1.988,174.848,38.142,-9.821,174.991,38.216,-9.810,
163,3.260,67.371,-1.486,-1.972,175.607,37.945,-9.821,175.752,38.019,-9.810,
164,3.280,67.340,-1.525,-1.955,176.362,37.749,-9.821,176.508,37.823,-9.810,
165,3.300,67.309,-1.564,-1.937,177.113,37.553,-9.820,177.261,37.627,-9.810,
166,3.320,67.277,-1.603,-1.920,177.860,37.356,-9.820,178.009,37.431,-9.810,
167,3.340,67.244,-1.642,-1.902,178.603,37.160,-9.820,178.754,37.235,-9.810,
168,3.360,67.211,-1.680,-1.883,179.343,36.963,-9.820,179.495,37.038,-9.810,
169,3.380,67.176,-1.717,-1.865,180.078,36.767,-9.820,180.232,36.842,-9.810,
170,3.400,67.141,-1.755,-1.846,180.809,36.571,-9.820,180.965,36.646,-9.810,
171,3.420,67.105,-1.792,-1.828,181.537,36.374,-9.820,181.694,36.450,-9.810,
172,3.440,67.069,-1.828,-1.809,182.260,36.178,-9.820,182.419,36.254,-9.810,
173,3.460,67.032,-1.864,-1.789,182.980,35.981,-9.820,183.140,36.057,-9.810,
174,3.480,66.994,-1.900,-1.770,183.696,35.785,-9.819,183.857,35.861,-9.810,
175,3.500,66.955,-1.935,-1.751,184.408,35.589,-9.819,184.570,35.665,-9.810,
176,3.520,66.915,-1.970,-1.731,185.115,35.392,-9.819,185.280,35.469,-9.810,
177,3.540,66.875,-2.005,-1.711,185.819,35.196,-9.819,185.985,35.273,-9.810,
178,3.560,66.835,-2.039,-1.691,186.519,35.000,-9.819,186.687,35.076,-9.810,
179,3.580,66.793,-2.073,-1.671,187.215,34.803,-9.819,187.384,34.880,-9.810,
180,3.600,66.751,-2.107,-1.651,187.908,34.607,-9.819,188.078,34.684,-9.810,
181,3.620,66.708,-2.140,-1.631,188.596,34.410,-9.819,188.768,34.488,-9.810,
182,3.640,66.665,-2.172,-1.611,189.280,34.214,-9.819,189.454,34.292,-9.810,
183,3.660,66.621,-2.204,-1.590,189.960,34.018,-9.818,190.136,34.095,-9.810,
184,3.680,66.576,-2.236,-1.570,190.637,33.821,-9.818,190.814,33.899,-9.810,
185,3.700,66.531,-2.268,-1.550,191.309,33.625,-9.818,191.488,33.703,-9.810,
186,3.720,66.485,-2.299,-1.529,191.978,33.429,-9.818,192.158,33.507,-9.810,
187,3.740,66.438,-2.329,-1.509,192.642,33.232,-9.818,192.824,33.311,-9.810,
188,3.760,66.391,-2.359,-1.489,193.303,33.036,-9.818,193.486,33.114,-9.810,
189,3.780,66.343,-2.389,-1.468,193.960,32.839,-9.818,194.145,32.918,-9.810,
190,3.800,66.295,-2.419,-1.448,194.613,32.643,-9.818,194.799,32.722,-9.810,
191,3.820,66.246,-2.447,-1.428,195.262,32.447,-9.818,195.450,32.526,-9.810,
192,3.840,66.196,-2.476,-1.408,195.907,32.250,-9.818,196.096,32.330,-9.810,
193,3.860,66.146,-2.504,-1.388,196.548,32.054,-9.817,196.739,32.133,-9.810,
194,3.880,66.095,-2.532,-1.367,197.185,31.858,-9.817,197.378,31.937,-9.810,
195,3.900,66.044,-2.559,-1.347,197.818,31.661,-9.817,198.012,31.741,-9.810,
196,3.920,65.993,-2.586,-1.328,198.448,31.465,-9.817,198.643,31.545,-9.810,
197,3.940,65.940,-2.613,-1.308,199.073,31.269,-9.817,199.270,31.349,-9.810,
198,3.960,65.888,-2.639,-1.288,199.694,31.072,-9.817,199.893,31.152,-9.810,
199,3.980,65.834,-2.665,-1.268,200.312,30.876,-9.817,200.512,30.956,-9.810,
200,4.000,65.780,-2.690,-1.249,200.925,30.680,-9.817,201.128,30.760,-9.810,
201,4.020,65.726,-2.715,-1.229,201.535,30.483,-9.817,201.739,30.564,-9.810,
202,4.040,65.671,-2.740,-1.210,202.141,30.287,-9.817,202.346,30.368,-9.810,
203,4.060,65.616,-2.764,-1.191,202.743,30.091,-9.817,202.950,30.171,-9.810,
204,4.080,65.560,-2.788,-1.172,203.341,29.894,-9.816,203.549,29.975,-9.810,
205,4.100,65.504,-2.811,-1.153,203.935,29.698,-9.816,204.145,29.779,-9.810,
206,4.120,65.447,-2.834,-1.134,204.525,29.502,-9.816,204.736,29.583,-9.810,
207,4.140,65.390,-2.857,-1.116,205.111,29.305,-9.816,205.324,29.387,-9.810,
208,4.160,65.333,-2.879,-1.097,205.693,29.109,-9.816,205.908,29.190,-9.810,
209,4.180,65.275,-2.901,-1.079,206.271,28.913,-9.816,206.488,28.994,-9.810,
210,4.200,65.216,-2.923,-1.061,206.845,28.716,-9.816,207.064,28.798,-9.810,
211,4.220,65.157,-2.944,-1.043,207.416,28.520,-9.816,207.636,28.602,-9.810,
212,4.240,65.098,-2.965,-1.025,207.982,28.324,-9.816,208.204,28.406,-9.810,
213,4.260,65.038,-2.985,-1.008,208.545,28.127,-9.816,208.768,28.209,-9.810,
214,4.280,64.978,-3.005,-0.991,209.104,27.931,-9.816,209.328,28.013,-9.810,
215,4.300,64.918,-3.025,-0.973,209.658,27.735,-9.815,209.885,27.817,-9.810,
216,4.320,64.857,-3.045,-0.956,210.209,27.538,-9.815,210.437,27.621,-9.810,
217,4.340,64.796,-3.064,-0.940,210.756,27.342,-9.815,210.986,27.425,-9.810,
218,4.360,64.734,-3.083,-0.923,211.299,27.146,-9.815,211.530,27.228,-9.810,
219,4.380,64.672,-3.101,-0.907,211.838,26.950,-9.815,212.071,27.032,-9.810,
220,4.400,64.609,-3.119,-0.890,212.373,26.753,-9.815,212.608,26.836,-9.810,
221,4.420,64.547,-3.137,-0.874,212.904,26.557,-9.815,213.140,26.640,-9.810,
222,4.440,64.484,-3.155,-0.859,213.431,26.361,-9.815,213.669,26.444,-9.810,
223,4.460,64.420,-3.172,-0.843,213.954,26.164,-9.815,214.194,26.247,-9.810,
224,4.480,64.356,-3.189,-0.828,214.474,25.968,-9.815,214.715,26.051,-9.810,
225,4.500,64.292,-3.205,-0.812,214.989,25.772,-9.815,215.232,25.855,-9.810,
226,4.520,64.228,-3.221,-0.797,215.501,25.575,-9.815,215.745,25.659,-9.810,
227,4.540,64.163,-3.237,-0.782,216.008,25.379,-9.815,216.255,25.463,-9.810,
228,4.560,64.098,-3.253,-0.768,216.512,25.183,-9.814,216.760,25.266,-9.810,
229,4.580,64.033,-3.268,-0.753,217.012,24.987,-9.814,217.261,25.070,-9.810,
230,4.600,63.967,-3.283,-0.739,217.508,24.790,-9.814,217.759,24.874,-9.810,
231,4.620,63.901,-3.298,-0.725,217.999,24.594,-9.814,218.252,24.678,-9.810,
232,4.640,63.835,-3.313,-0.712,218.487,24.398,-9.814,218.742,24.482,-9.810,
233,4.660,63.768,-3.327,-0.698,218.971,24.201,-9.814,219.228,24.285,-9.810,
234,4.680,63.702,-3.341,-0.685,219.451,24.005,-9.814,219.710,24.089,-9.810,
235,4.700,63.634,-3.355,-0.671,219.928,23.809,-9.814,220.187,23.893,-9.810,
236,4.720,63.567,-3.368,-0.658,220.400,23.613,-9.814,220.661,23.697,-9.810,
237,4.740,63.499,-3.381,-0.646,220.868,23.416,-9.814,221.131,23.501,-9.810,
238,4.760,63.432,-3.394,-0.633,221.333,23.220,-9.814,221.598,23.304,-9.810,
239,4.780,63.363,-3.407,-0.621,221.793,23.024,-9.814,222.060,23.108,-9.810,
240,4.800,63.295,-3.419,-0.608,222.250,22.827,-9.814,222.518,22.912,-9.810,
241,4.820,63.226,-3.431,-0.597,222.702,22.631,-9.814,222.972,22.716,-9.810,
242,4.840,63.158,-3.443,-0.585,223.151,22.435,-9.813,223.423,22.520,-9.810,
243,4.860,63.088,-3.455,-0.573,223.596,22.239,-9.813,223.869,22.323,-9.810,
244,4.880,63.019,-3.466,-0.562,224.037,22.042,-9.813,224.312,22.127,-9.810,
245,4.900,62.950,-3.478,-0.551,224.474,21.846,-9.813,224.750,21.931,-9.810,
246,4.920,62.880,-3.489,-0.539,224.907,21.650,-9.813,225.185,21.735,-9.810,
247,4.940,62.810,-3.499,-0.529,225.336,21.454,-9.813,225.616,21.539,-9.810,
248,4.960,62.740,-3.510,-0.518,225.761,21.257,-9.813,226.043,21.342,-9.810,
249,4.980,62.669,-3.520,-0.508,226.182,21.061,-9.813,226.466,21.146,-9.810,
250,5.000,62.599,-3.531,-0.497,226.599,20.865,-9.813,226.885,20.950,-9.810,
251,5.020,62.528,-3.540,-0.487,227.013,20.669,-9.813,227.300,20.754,-9.810,
252,5.040,62.457,-3.550,-0.477,227.422,20.472,-9.813,227.711,20.558,-9.810,
253,5.060,62.386,-3.560,-0.467,227.828,20.276,-9.813,228.118,20.361,-9.810,
254,5.080,62.314,-3.569,-0.458,228.229,20.080,-9.813,228.521,20.165,-9.810,
255,5.100,62.243,-3.578,-0.448,228.627,19.884,-9.813,228.921,19.969,-9.810,
256,5.120,62.171,-3.587,-0.439,229.021,19.687,-9.813,229.316,19.773,-9.810,
257,5.140,62.099,-3.596,-0.430,229.410,19.491,-9.813,229.708,19.577,-9.810,
258,5.160,62.027,-3.605,-0.421,229.796,19.295,-9.812,230.095,19.380,-9.810,
