Number,Time,y_1,v_1,a_1,y_2,v_2,a_2,y_3,v_3,a_3,
762,15.240,22.141,-3.990,-0.000,-74.812,-79.457,-9.761,-73.919,-79.504,-9.810,
763,15.260,22.061,-3.990,-0.000,-76.405,-79.652,-9.761,-75.513,-79.701,-9.810,
764,15.280,21.981,-3.990,-0.000,-78.002,-79.848,-9.761,-77.111,-79.897,-9.810,
765,15.300,21.901,-3.990,-0.000,-79.603,-80.043,-9.760,-78.712,-80.093,-9.810,
766,15.320,21.821,-3.990,-0.000,-81.208,-80.238,-9.760,-80.318,-80.289,-9.810,
767,15.340,21.741,-3.990,-0.000,-82.816,-80.433,-9.760,-81.928,-80.485,-9.810,
768,15.360,21.662,-3.990,-0.000,-84.429,-80.628,-9.760,-83.542,-80.682,-9.810,
769,15.380,21.582,-3.990,-0.000,-86.045,-80.824,-9.759,-85.159,-80.878,-9.810,
770,15.400,21.502,-3.990,-0.000,-87.666,-81.019,-9.759,-86.781,-81.074,-9.810,
771,15.420,21.422,-3.990,-0.000,-89.290,-81.214,-9.759,-88.406,-81.270,-9.810,
772,15.440,21.342,-3.990,-0.000,-90.918,-81.409,-9.759,-90.035,-81.466,-9.810,
773,15.460,21.263,-3.990,-0.000,-92.550,-81.604,-9.759,-91.669,-81.663,-9.810,
774,15.480,21.183,-3.990,-0.000,-94.186,-81.800,-9.758,-93.306,-81.859,-9.810,
775,15.500,21.103,-3.990,-0.000,-95.826,-81.995,-9.758,-94.947,-82.055,-9.810,
776,15.520,21.023,-3.990,-0.000,-97.470,-82.190,-9.758,-96.592,-82.251,-9.810,
777,15.540,20.943,-3.990,-0.000,-99.118,-82.385,-9.758,-98.241,-82.447,-9.810,
778,15.560,20.864,-3.990,-0.000,-100.769,-82.580,-9.757,-99.894,-82.644,-9.810,
779,15.580,20.784,-3.990,-0.000,-102.425,-82.775,-9.757,-101.550,-82.840,-9.810,
780,15.600,20.704,-3.990,-0.000,-104.084,-82.970,-9.757,-103.211,-83.036,-9.810,
781,15.620,20.624,-3.990,-0.000,-105.747,-83.166,-9.757,-104.876,-83.232,-9.810,
782,15.640,20.544,-3.990,-0.000,-107.415,-83.361,-9.756,-106.544,-83.428,-9.810,
783,15.660,20.465,-3.990,-0.000,-109.086,-83.556,-9.756,-108.217,-83.625,-9.810,
784,15.680,20.385,-3.990,-0.000,-110.761,-83.751,-9.756,-109.893,-83.821,-9.810,
785,15.700,20.305,-3.990,-0.000,-112.440,-83.946,-9.756,-111.574,-84.017,-9.810,
786,15.720,20.225,-3.990,-0.000,-114.123,-84.141,-9.755,-113.258,-84.213,-9.810,
787,15.740,20.145,-3.990,-0.000,-115.809,-84.336,-9.755,-114.946,-84.409,-9.810,
788,15.760,20.065,-3.990,-0.000,-117.500,-84.531,-9.755,-116.638,-84.606,-9.810,
789,15.780,19.986,-3.990,-0.000,-119.194,-84.727,-9.755,-118.334,-84.802,-9.810,
790,15.800,19.906,-3.990,-0.000,-120.893,-84.922,-9.754,-120.034,-84.998,-9.810,
791,15.820,19.826,-3.990,-0.000,-122.595,-85.117,-9.754,-121.738,-85.194,-9.810,
792,15.840,19.746,-3.990,-0.000,-124.301,-85.312,-9.754,-123.446,-85.390,-9.810,
793,15.860,19.666,-3.990,-0.000,-126.012,-85.507,-9.754,-125.158,-85.587,-9.810,
794,15.880,19.587,-3.990,-0.000,-127.726,-85.702,-9.753,-126.873,-85.783,-9.810,
795,15.900,19.507,-3.990,-0.000,-129.444,-85.897,-9.753,-128.593,-85.979,-9.810,
796,15.920,19.427,-3.990,-0.000,-131.165,-86.092,-9.753,-130.316,-86.175,-9.810,
797,15.940,19.347,-3.990,-0.000,-132.891,-86.287,-9.752,-132.044,-86.371,-9.810,
798,15.960,19.267,-3.990,-0.000,-134.621,-86.482,-9.752,-133.775,-86.568,-9.810,
799,15.980,19.188,-3.990,-0.000,-136.354,-86.677,-9.752,-135.510,-86.764,-9.810,
800,16.000,19.108,-3.990,-0.000,-138.092,-86.872,-9.752,-137.250,-86.960,-9.810,
801,16.020,19.028,-3.990,-0.000,-139.833,-87.067,-9.751,-138.993,-87.156,-9.810,
802,16.040,18.948,-3.990,-0.000,-141.578,-87.262,-9.751,-140.740,-87.352,-9.810,
803,16.060,18.868,-3.990,-0.000,-143.328,-87.457,-9.751,-142.491,-87.549,-9.810,
804,16.080,18.789,-3.990,-0.000,-145.081,-87.652,-9.751,-144.246,-87.745,-9.810,
805,16.100,18.709,-3.990,-0.000,-146.838,-87.847,-9.750,-146.004,-87.941,-9.810,
806,16.120,18.629,-3.990,-0.000,-148.598,-88.042,-9.750,-147.767,-88.137,-9.810,
807,16.140,18.549,-3.990,-0.000,-150.363,-88.237,-9.750,-149.534,-88.333,-9.810,
808,16.160,18.469,-3.990,-0.000,-152.132,-88.432,-9.750,-151.304,-88.530,-9.810,
809,16.180,18.390,-3.990,-0.000,-153.904,-88.627,-9.749,-153.079,-88.726,-9.810,
810,16.200,18.310,-3.990,-0.000,-155.681,-88.822,-9.749,-154.857,-88.922,-9.810,
811,16.220,18.230,-3.990,-0.000,-157.461,-89.017,-9.749,-156.640,-89.118,-9.810,
812,16.240,18.150,-3.990,-0.000,-159.245,-89.212,-9.749,-158.426,-89.314,-9.810,
813,16.260,18.070,-3.990,-0.000,-161.033,-89.407,-9.748,-160.216,-89.511,-9.810,
814,16.280,17.990,-3.990,-0.000,-162.826,-89.602,-9.748,-162.010,-89.707,-9.810,
815,16.300,17.911,-3.990,-0.000,-164.621,-89.797,-9.748,-163.808,-89.903,-9.810,
816,16.320,17.831,-3.990,-0.000,-166.421,-89.992,-9.747,-165.610,-90.099,-9.810,
817,16.340,17.751,-3.990,-0.000,-168.225,-90.187,-9.747,-167.416,-90.295,-9.810,
818,16.360,17.671,-3.990,-0.000,-170.033,-90.382,-9.747,-169.226,-90.492,-9.810,
819,16.380,17.591,-3.990,-0.000,-171.844,-90.577,-9.747,-171.040,-90.688,-9.810,
820,16.400,17.512,-3.990,-0.000,-173.660,-90.772,-9.746,-172.858,-90.884,-9.810,
821,16.420,17.432,-3.990,-0.000,-175.479,-90.967,-9.746,-174.679,-91.080,-9.810,
822,16.440,17.352,-3.990,-0.000,-177.302,-91.162,-9.746,-176.505,-91.276,-9.810,
823,16.460,17.272,-3.990,-0.000,-179.129,-91.357,-9.746,-178.334,-91.473,-9.810,
824,16.480,17.192,-3.990,-0.000,-180.960,-91.552,-9.745,-180.168,-91.669,-9.810,
825,16.500,17.113,-3.990,-0.000,-182.795,-91.747,-9.745,-182.005,-91.865,-9.810,
826,16.520,17.033,-3.990,-0.000,-184.634,-91.941,-9.745,-183.846,-92.061,-9.810,
827,16.540,16.953,-3.990,-0.000,-186.477,-92.136,-9.744,-185.691,-92.257,-9.810,
828,16.560,16.873,-3.990,-0.000,-188.324,-92.331,-9.744,-187.540,-92.454,-9.810,
829,16.580,16.793,-3.990,-0.000,-190.174,-92.526,-9.744,-189.393,-92.650,-9.810,
830,16.600,16.714,-3.990,-0.000,-192.028,-92.721,-9.744,-191.250,-92.846,-9.810,
831,16.620,16.634,-3.990,-0.000,-193.887,-92.916,-9.743,-193.111,-93.042,-9.810,
832,16.640,16.554,-3.990,-0.000,-195.749,-93.111,-9.743,-194.976,-93.238,-9.810,
833,16.660,16.474,-3.990,-0.000,-197.615,-93.306,-9.743,-196.845,-93.435,-9.810,
834,16.680,16.394,-3.990,-0.000,-199.485,-93.500,-9.743,-198.717,-93.631,-9.810,
835,16.700,16.314,-3.990,-0.000,-201.359,-93.695,-9.742,-200.594,-93.827,-9.810,
836,16.720,16.235,-3.990,-0.000,-203.237,-93.890,-9.742,-202.474,-94.023,-9.810,
837,16.740,16.155,-3.990,-0.000,-205.119,-94.085,-9.742,-204.359,-94.219,-9.810,
838,16.760,16.075,-3.990,-0.000,-207.004,-94.280,-9.741,-206.247,-94.416,-9.810,
839,16.780,15.995,-3.990,-0.000,-208.894,-94.475,-9.741,-208.139,-94.612,-9.810,
840,16.800,15.915,-3.990,-0.000,-210.787,-94.669,-9.741,-210.035,-94.808,-9.810,
841,16.820,15.836,-3.990,-0.000,-212.684,-94.864,-9.741,-211.935,-95.004,-9.810,
842,16.840,15.756,-3.990,-0.000,-214.585,-95.059,-9.740,-213.839,-95.200,-9.810,
843,16.860,15.676,-3.990,-0.000,-216.491,-95.254,-9.740,-215.747,-95.397,-9.810,
844,16.880,15.596,-3.990,-0.000,-218.400,-95.449,-9.740,-217.659,-95.593,-9.810,
845,16.900,15.516,-3.990,-0.000,-220.312,-95.643,-9.739,-219.575,-95.789,-9.810,
846,16.920,15.437,-3.990,-0.000,-222.229,-95.838,-9.739,-221.495,-95.985,-9.810,
847,16.940,15.357,-3.990,-0.000,-224.150,-96.033,-9.739,-223.418,-96.181,-9.810,
848,16.960,15.277,-3.990,-0.000,-226.074,-96.228,-9.739,-225.346,-96.378,-9.810,
849,16.980,15.197,-3.990,-0.000,-228.003,-96.423,-9.738,-227.277,-96.574,-9.810,
850,17.000,15.117,-3.990,-0.000,-229.935,-96.617,-9.738,-229.213,-96.770,-9.810,
851,17.020,15.038,-3.990,-0.000,-231.871,-96.812,-9.738,-231.152,-96.966,-9.810,
852,17.040,14.958,-3.990,-0.000,-233.812,-97.007,-9.737,-233.095,-97.162,-9.810,
853,17.060,14.878,-3.990,-0.000,-235.756,-97.202,-9.737,-235.042,-97.359,-9.810,
854,17.080,14.798,-3.990,-0.000,-237.703,-97.396,-9.737,-236.994,-97.555,-9.810,
855,17.100,14.718,-3.990,-0.000,-239.655,-97.591,-9.737,-238.949,-97.751,-9.810,
856,17.120,14.639,-3.990,-0.000,-241.611,-97.786,-9.736,-240.908,-97.947,-9.810,
857,17.140,14.559,-3.990,-0.000,-243.571,-97.981,-9.736,-242.870,-98.143,-9.810,
858,17.160,14.479,-3.990,-0.000,-245.534,-98.175,-9.736,-244.837,-98.340,-9.810,
859,17.180,14.399,-3.990,-0.000,-247.502,-98.370,-9.735,-246.808,-98.536,-9.810,
860,17.200,14.319,-3.990,-0.000,-249.473,-98.565,-9.735,-248.783,-98.732,-9.810,
861,17.220,14.239,-3.990,-0.000,-251.448,-98.759,-9.735,-250.761,-98.928,-9.810,
862,17.240,14.160,-3.990,-0.000,-253.427,-98.954,-9.734,-252.744,-99.124,-9.810,
863,17.260,14.080,-3.990,-0.000,-255.410,-99.149,-9.734,-254.730,-99.321,-9.810,
864,17.280,14.000,-3.990,-0.000,-257.397,-99.343,-9.734,-256.720,-99.517,-9.810,
865,17.300,13.920,-3.990,-0.000,-259.388,-99.538,-9.734,-258.715,-99.713,-9.810,
866,17.320,13.840,-3.990,-0.000,-261.382,-99.733,-9.733,-260.713,-99.909,-9.810,
867,17.340,13.761,-3.990,-0.000,-263.381,-99.927,-9.733,-262.715,-100.105,-9.810,
868,17.360,13.681,-3.990,-0.000,-265.383,-100.122,-9.733,-264.721,-100.302,-9.810,
869,17.380,13.601,-3.990,-0.000,-267.390,-100.317,-9.732,-266.731,-100.498,-9.810,
870,17.400,13.521,-3.990,-0.000,-269.400,-100.511,-9.732,-268.745,-100.694,-9.810,
871,17.420,13.441,-3.990,-0.000,-271.414,-100.706,-9.732,-270.763,-100.890,-9.810,
872,17.440,13.362,-3.990,-0.000,-273.432,-100.901,-9.732,-272.784,-101.086,-9.810,
873,17.460,13.282,-3.990,-0.000,-275.454,-101.095,-9.731,-274.810,-101.283,-9.810,
874,17.480,13.202,-3.990,-0.000,-277.480,-101.290,-9.731,-276.839,-101.479,-9.810,
875,17.500,13.122,-3.990,-0.000,-279.509,-101.485,-9.731,-278.873,-101.675,-9.810,
876,17.520,13.042,-3.990,-0.000,-281.543,-101.679,-9.730,-280.910,-101.871,-9.810,
877,17.540,12.963,-3.990,-0.000,-283.581,-101.874,-9.730,-282.952,-102.067,-9.810,
878,17.560,12.883,-3.990,-0.000,-285.622,-102.068,-9.730,-284.997,-102.264,-9.810,
879,17.580,12.803,-3.990,-0.000,-287.667,-102.263,-9.729,-287.046,-102.460,-9.810,
880,17.600,12.723,-3.990,-0.000,-289.716,-102.458,-9.729,-289.099,-102.656,-9.810,
881,17.620,12.643,-3.990,-0.000,-291.769,-102.652,-9.729,-291.156,-102.852,-9.810,
882,17.640,12.563,-3.990,-0.000,-293.826,-102.847,-9.728,-293.217,-103.048,-9.810,
883,17.660,12.484,-3.990,-0.000,-295.887,-103.041,-9.728,-295.282,-103.245,-9.810,
884,17.680,12.404,-3.990,-0.000,-297.952,-103.236,-9.728,-297.351,-103.441,-9.810,
885,17.700,12.324,-3.990,-0.000,-300.020,-103.430,-9.728,-299.424,-103.637,-9.810,
886,17.720,12.244,-3.990,-0.000,-302.093,-103.625,-9.727,-301.500,-103.833,-9.810,
887,17.740,12.164,-3.990,-0.000,-304.169,-103.820,-9.727,-303.581,-104.029,-9.810,
888,17.760,12.085,-3.990,-0.000,-306.250,-104.014,-9.727,-305.666,-104.226,-9.810,
889,17.780,12.005,-3.990,-0.000,-308.334,-104.209,-9.726,-307.754,-104.422,-9.810,
890,17.800,11.925,-3.990,-0.000,-310.422,-104.403,-9.726,-309.846,-104.618,-9.810,
891,17.820,11.845,-3.990,-0.000,-312.514,-104.598,-9.726,-311.943,-104.814,-9.810,
892,17.840,11.765,-3.990,-0.000,-314.610,-104.792,-9.725,-314.043,-105.010,-9.810,
893,17.860,11.686,-3.990,-0.000,-316.709,-104.987,-9.725,-316.147,-105.207,-9.810,
894,17.880,11.606,-3.990,-0.000,-318.813,-105.181,-9.725,-318.255,-105.403,-9.810,
895,17.900,11.526,-3.990,-0.000,-320.921,-105.376,-9.724,-320.367,-105.599,-9.810,
896,17.920,11.446,-3.990,-0.000,-323.032,-105.570,-9.724,-322.483,-105.795,-9.810,
897,17.940,11.366,-3.990,-0.000,-325.147,-105.765,-9.724,-324.603,-105.991,-9.810,
898,17.960,11.287,-3.990,-0.000,-327.266,-105.959,-9.723,-326.727,-106.188,-9.810,
899,17.980,11.207,-3.990,-0.000,-329.389,-106.154,-9.723,-328.854,-106.384,-9.810,
900,18.000,11.127,-3.990,-0.000,-331.516,-106.348,-9.723,-330.986,-106.580,-9.810,
901,18.020,11.047,-3.990,-0.000,-333.647,-106.543,-9.723,-333.121,-106.776,-9.810,
902,18.040,10.967,-3.990,-0.000,-335.782,-106.737,-9.722,-335.261,-106.972,-9.810,
903,18.060,10.888,-3.990,-0.000,-337.921,-106.931,-9.722,-337.404,-107.169,-9.810,
904,18.080,10.808,-3.990,-0.000,-340.063,-107.126,-9.722,-339.551,-107.365,-9.810,
905,18.100,10.728,-3.990,-0.000,-342.210,-107.320,-9.721,-341.703,-107.561,-9.810,
906,18.120,10.648,-3.990,-0.000,-344.360,-107.515,-9.721,-343.858,-107.757,-9.810,
907,18.140,10.568,-3.990,-0.000,-346.514,-107.709,-9.721,-346.017,-107.953,-9.810,
908,18.160,10.488,-3.990,-0.000,-348.672,-107.904,-9.720,-348.180,-108.150,-9.810,
909,18.180,10.409,-3.990,-0.000,-350.834,-108.098,-9.720,-350.347,-108.346,-9.810,
910,18.200,10.329,-3.990,-0.000,-353.000,-108.292,-9.720,-352.518,-108.542,-9.810,
911,18.220,10.249,-3.990,-0.000,-355.170,-108.487,-9.719,-354.692,-108.738,-9.810,
912,18.240,10.169,-3.990,-0.000,-357.343,-108.681,-9.719,-356.871,-108.934,-9.810,
913,18.260,10.089,-3.990,-0.000,-359.521,-108.875,-9.719,-359.054,-109.131,-9.810,
914,18.280,10.010,-3.990,-0.000,-361.702,-109.070,-9.718,-361.240,-109.327,-9.810,
915,18.300,9.930,-3.990,-0.000,-363.887,-109.264,-9.718,-363.431,-109.523,-9.810,
916,18.320,9.850,-3.990,-0.000,-366.077,-109.459,-9.718,-365.625,-109.719,-9.810,
917,18.340,9.770,-3.990,-0.000,-368.270,-109.653,-9.717,-367.823,-109.915,-9.810,
918,18.360,9.690,-3.990,-0.000,-370.467,-109.847,-9.717,-370.026,-110.112,-9.810,
919,18.380,9.611,-3.990,-0.000,-372.667,-110.042,-9.717,-372.232,-110.308,-9.810,
920,18.400,9.531,-3.990,-0.000,-374.872,-110.236,-9.716,-374.442,-110.504,-9.810,
921,18.420,9.451,-3.990,-0.000,-377.081,-110.430,-9.716,-376.656,-110.700,-9.810,
922,18.440,9.371,-3.990,-0.000,-379.293,-110.625,-9.716,-378.874,-110.896,-9.810,
923,18.460,9.291,-3.990,-0.000,-381.510,-110.819,-9.715,-381.096,-111.093,-9.810,
924,18.480,9.212,-3.990,-0.000,-383.730,-111.013,-9.715,-383.321,-111.289,-9.810,
925,18.500,9.132,-3.990,-0.000,-385.954,-111.208,-9.715,-385.551,-111.485,-9.810,
926,18.520,9.052,-3.990,-0.000,-388.182,-111.402,-9.714,-387.785,-111.681,-9.810,
927,18.540,8.972,-3.990,-0.000,-390.414,-111.596,-9.714,-390.022,-111.877,-9.810,
928,18.560,8.892,-3.990,-0.000,-392.650,-111.790,-9.714,-392.264,-112.074,-9.810,
929,18.580,8.812,-3.990,-0.000,-394.890,-111.985,-9.713,-394.509,-112.270,-9.810,
930,18.600,8.733,-3.990,-0.000,-397.133,-112.179,-9.713,-396.758,-112.466,-9.810,
931,18.620,8.653,-3.990,-0.000,-399.381,-112.373,-9.713,-399.012,-112.662,-9.810,
932,18.640,8.573,-3.990,-0.000,-401.632,-112.567,-9.712,-401.269,-112.858,-9.810,
933,18.660,8.493,-3.990,-0.000,-403.887,-112.762,-9.712,-403.530,-113.055,-9.810,
934,18.680,8.413,-3.990,-0.000,-406.146,-112.956,-9.712,-405.795,-113.251,-9.810,
935,18.700,8.334,-3.990,-0.000,-408.409,-113.150,-9.711,-408.064,-113.447,-9.810,
936,18.720,8.254,-3.990,-0.000,-410.676,-113.344,-9.711,-410.337,-113.643,-9.810,
937,18.740,8.174,-3.990,-0.000,-412.947,-113.539,-9.711,-412.614,-113.839,-9.810,
938,18.760,8.094,-3.990,-0.000,-415.222,-113.733,-9.710,-414.894,-114.036,-9.810,
939,18.780,8.014,-3.990,-0.000,-417.500,-113.927,-9.710,-417.179,-114.232,-9.810,
940,18.800,7.935,-3.990,-0.000,-419.783,-114.121,-9.710,-419.467,-114.428,-9.810,
941,18.820,7.855,-3.990,-0.000,-422.069,-114.315,-9.709,-421.760,-114.624,-9.810,
942,18.840,7.775,-3.990,-0.000,-424.359,-114.510,-9.709,-424.056,-114.820,-9.810,
943,18.860,7.695,-3.990,-0.000,-426.653,-114.704,-9.709,-426.357,-115.017,-9.810,
944,18.880,7.615,-3.990,-0.000,-428.951,-114.898,-9.708,-428.661,-115.213,-9.810,
945,18.900,7.536,-3.990,-0.000,-431.253,-115.092,-9.708,-430.969,-115.409,-9.810,
946,18.920,7.456,-3.990,-0.000,-433.559,-115.286,-9.708,-433.281,-115.605,-9.810,
947,18.940,7.376,-3.990,-0.000,-435.868,-115.480,-9.707,-435.597,-115.801,-9.810,
948,18.960,7.296,-3.990,-0.000,-438.182,-115.675,-9.707,-437.917,-115.998,-9.810,
949,18.980,7.216,-3.990,-0.000,-440.499,-115.869,-9.707,-440.241,-116.194,-9.810,
950,19.000,7.137,-3.990,-0.000,-442.820,-116.063,-9.706,-442.569,-116.390,-9.810,
951,19.020,7.057,-3.990,-0.000,-445.146,-116.257,-9.706,-444.901,-116.586,-9.810,
952,19.040,6.977,-3.990,-0.000,-447.475,-116.451,-9.706,-447.236,-116.782,-9.810,
953,19.060,6.897,-3.990,-0.000,-449.807,-116.645,-9.705,-449.576,-116.979,-9.810,
954,19.080,6.817,-3.990,-0.000,-452.144,-116.839,-9.705,-451.919,-117.175,-9.810,
955,19.100,6.737,-3.990,-0.000,-454.485,-117.033,-9.705,-454.267,-117.371,-9.810,
956,19.120,6.658,-3.990,-0.000,-456.829,-117.228,-9.704,-456.618,-117.567,-9.810,
957,19.140,6.578,-3.990,-0.000,-459.178,-117.422,-9.704,-458.973,-117.763,-9.810,
958,19.160,6.498,-3.990,-0.000,-461.530,-117.616,-9.703,-461.333,-117.960,-9.810,
959,19.180,6.418,-3.990,-0.000,-463.886,-117.810,-9.703,-463.696,-118.156,-9.810,
960,19.200,6.338,-3.990,-0.000,-466.247,-118.004,-9.703,-466.063,-118.352,-9.810,
961,19.220,6.259,-3.990,-0.000,-468.610,-118.198,-9.702,-468.434,-118.548,-9.810,
962,19.240,6.179,-3.990,-0.000,-470.978,-118.392,-9.702,-470.809,-118.744,-9.810,
963,19.260,6.099,-3.990,-0.000,-473.350,-118.586,-9.702,-473.187,-118.941,-9.810,
964,19.280,6.019,-3.990,-0.000,-475.726,-118.780,-9.701,-475.570,-119.137,-9.810,
965,19.300,5.939,-3.990,-0.000,-478.105,-118.974,-9.701,-477.957,-119.333,-9.810,
966,19.320,5.860,-3.990,-0.000,-480.488,-119.168,-9.701,-480.347,-119.529,-9.810,
967,19.340,5.780,-3.990,-0.000,-482.876,-119.362,-9.700,-482.742,-119.725,-9.810,
968,19.360,5.700,-3.990,-0.000,-485.267,-119.556,-9.700,-485.140,-119.922,-9.810,
969,19.380,5.620,-3.990,-0.000,-487.662,-119.750,-9.700,-487.543,-120.118,-9.810,
970,19.400,5.540,-3.990,-0.000,-490.061,-119.944,-9.699,-489.949,-120.314,-9.810,
971,19.420,5.461,-3.990,-0.000,-492.463,-120.138,-9.699,-492.359,-120.510,-9.810,
972,19.440,5.381,-3.990,-0.000,-494.870,-120.332,-9.699,-494.773,-120.706,-9.810,
973,19.460,5.301,-3.990,-0.000,-497.281,-120.526,-9.698,-497.191,-120.903,-9.810,
974,19.480,5.221,-3.990,-0.000,-499.695,-120.720,-9.698,-499.613,-121.099,-9.810,
975,19.500,5.141,-3.990,-0.000,-502.113,-120.914,-9.697,-502.039,-121.295,-9.810,
976,19.520,5.062,-3.990,-0.000,-504.535,-121.108,-9.697,-504.469,-121.491,-9.810,
977,19.540,4.982,-3.990,-0.000,-506.962,-121.302,-9.697,-506.903,-121.687,-9.810,
978,19.560,4.902,-3.990,-0.000,-509.391,-121.496,-9.696,-509.340,-121.884,-9.810,
979,19.580,4.822,-3.990,-0.000,-511.825,-121.690,-9.696,-511.782,-122.080,-9.810,
980,19.600,4.742,-3.990,-0.000,-514.263,-121.884,-9.696,-514.228,-122.276,-9.810,
981,19.620,4.662,-3.990,-0.000,-516.704,-122.078,-9.695,-516.677,-122.472,-9.810,
982,19.640,4.583,-3.990,-0.000,-519.150,-122.271,-9.695,-519.130,-122.668,-9.810,
983,19.660,4.503,-3.990,-0.000,-521.599,-122.465,-9.695,-521.588,-122.865,-9.810,
984,19.680,4.423,-3.990,-0.000,-524.052,-122.659,-9.694,-524.049,-123.061,-9.810,
985,19.700,4.343,-3.990,-0.000,-526.509,-122.853,-9.694,-526.514,-123.257,-9.810,
986,19.720,4.263,-3.990,-0.000,-528.970,-123.047,-9.693,-528.983,-123.453,-9.810,
987,19.740,4.184,-3.990,-0.000,-531.435,-123.241,-9.693,-531.456,-123.649,-9.810,
988,19.760,4.104,-3.990,-0.000,-533.904,-123.435,-9.693,-533.933,-123.846,-9.810,
989,19.780,4.024,-3.990,-0.000,-536.376,-123.629,-9.692,-536.414,-124.042,-9.810,
990,19.800,3.944,-3.990,-0.000,-538.853,-123.822,-9.692,-538.899,-124.238,-9.810,
991,19.820,3.864,-3.990,-0.000,-541.333,-124.016,-9.692,-541.387,-124.434,-9.810,
992,19.840,3.785,-3.990,-0.000,-543.817,-124.210,-9.691,-543.880,-124.630,-9.810,
993,19.860,3.705,-3.990,-0.000,-546.305,-124.404,-9.691,-546.376,-124.827,-9.810,
994,19.880,3.625,-3.990,-0.000,-548.797,-124.598,-9.691,-548.877,-125.023,-9.810,
995,19.900,3.545,-3.990,-0.000,-551.293,-124.792,-9.690,-551.381,-125.219,-9.810,
996,19.920,3.465,-3.990,-0.000,-553.793,-124.985,-9.690,-553.890,-125.415,-9.810,
997,19.940,3.386,-3.990,-0.000,-556.297,-125.179,-9.689,-556.402,-125.611,-9.810,
998,19.960,3.306,-3.990,-0.000,-558.804,-125.373,-9.689,-558.918,-125.808,-9.810,
999,19.980,3.226,-3.990,-0.000,-561.315,-125.567,-9.689,-561.438,-126.004,-9.810,
1000,20.000,3.146,-3.990,-0.000,-563.831,-125.760,-9.688,-563.962,-126.200,-9.810,
